Id,SalePrice
1461,123256.16857398994
1462,163593.95184627763
1463,185519.6321130996
1464,192653.79152422425
1465,192047.9260073584
1466,173756.3662493771
1467,171367.8200805384
1468,162618.0800977327
1469,190080.29671318005
1470,127502.95233246262
1471,191029.1564383328
1472,93500.0653669477
1473,93863.30373704995
1474,149912.81742320792
1475,127123.67529968152
1476,400037.90132984857
1477,257811.70525243905
1478,294325.5941373297
1479,286821.3947548581
1480,507016.00965239556
1481,325229.9106882107
1482,207872.2432501329
1483,168304.289985172
1484,171160.5228820121
1485,182181.53107472442
1486,195604.84118404222
1487,350042.5019898028
1488,232387.95810066164
1489,208932.80840000053
1490,226491.15062134445
1491,194243.49198142852
1492,96299.64544426827
1493,175969.96421070967
1494,300861.9485690059
1495,289114.68961309164
1496,235873.34346561658
1497,186421.75978641224
1498,161898.08277609508
1499,160522.5101396796
1500,152537.0984306497
1501,171352.407878966
1502,161527.0092912094
1503,298274.9813211924
1504,241165.13161966146
1505,224082.02623733546
1506,187433.27118972535
1507,242919.45092031156
1508,200814.6550310782
1509,163379.21214914252
1510,146219.57322652545
1511,147571.1715453639
1512,172243.89841040436
1513,129918.06893009567
1514,165972.38207351541
1515,193523.08269985457
1516,147944.6448435443
1517,168426.2071005347
1518,132161.15000172463
1519,223861.25690897668
1520,134279.15648888506
1521,139064.4183206892
1522,165204.6061862635
1523,110008.89823699357
1524,121068.22151360833
1525,123486.23635130988
1526,119739.81236321661
1527,108078.87628842499
1528,130883.49237075137
1529,144063.8413017519
1530,173978.6707820271
1531,110814.07015260312
1532,101848.84698866475
1533,139391.16824644824
1534,117789.10887383446
1535,156921.43623092977
1536,107829.02707776485
1537,75156.70445346566
1538,163511.03782863927
1539,199946.33522355295
1540,104575.04730421885
1541,135304.5666229009
1542,133918.3649163248
1543,218568.9309393478
1544,83625.61854755513
1545,103956.10436187588
1546,129226.30185287769
1547,126495.69537895746
1548,126775.434500267
1549,114456.37157979836
1550,131699.79644037219
1551,115700.38391657147
1552,141037.34910079007
1553,155241.97040703826
1554,113448.5406939664
1555,180359.895849372
1556,96534.2922785085
1557,103548.89113378609
1558,96442.65263480428
1559,98155.62503104094
1560,136443.73654646147
1561,134348.1295903314
1562,130108.6901862919
1563,119201.74095208706
1564,166861.02983691785
1565,147416.62426675105
1566,248664.8860216785
1567,71320.46523425345
1568,236118.30789601983
1569,145403.6910960803
1570,144991.44946088368
1571,129260.62853800191
1572,152760.10964175855
1573,251555.60470079945
1574,115600.89993465046
1575,234211.10127447697
1576,234344.08334053832
1577,198462.44119658877
1578,145393.47117665564
1579,144742.81064840662
1580,191652.94116368712
1581,158812.95494017523
1582,126747.8366922907
1583,317846.48290969507
1584,228098.0714878574
1585,142054.2588027033
1586,76713.10708006246
1587,97200.70622564205
1588,156440.49126180023
1589,97739.92581392624
1590,134390.2016099626
1591,94670.39248966138
1592,122870.6088098113
1593,124314.73362454883
1594,158571.92639902787
1595,114119.73510888466
1596,244732.21632438555
1597,185565.6085597308
1598,199082.36043272965
1599,191244.678308691
1600,174730.31386154826
1601,67281.6501757634
1602,115097.46453678637
1603,89170.58736844287
1604,277708.0158599736
1605,241275.14634614982
1606,167376.03732782172
1607,173793.36953079724
1608,204289.60662948978
1609,195454.48005278077
1610,152649.5400199784
1611,140345.85857178358
1612,169504.56693438764
1613,156101.1339885653
1614,134737.66304815677
1615,92341.06541433385
1616,72119.25616233714
1617,96288.5260311566
1618,124465.28478096811
1619,144334.80812527737
1620,169578.29644392544
1621,129369.19768182591
1622,143729.1166006176
1623,278062.5878320776
1624,206278.40857910164
1625,127157.29589280496
1626,156702.05451187192
1627,186748.2227486738
1628,287545.17281947134
1629,177293.01686805766
1630,379734.95116942824
1631,214555.81498846278
1632,246400.52357768934
1633,171122.3046092188
1634,185169.0160688877
1635,180928.64150808367
1636,151783.96697942296
1637,190255.43076941278
1638,204800.60105607833
1639,179278.7253523094
1640,257277.6561230581
1641,180348.6751653883
1642,228580.27538741336
1643,223995.56132305932
1644,233287.94517896758
1645,213669.92273989588
1646,157869.80998943135
1647,164890.7535771858
1648,132088.29934267845
1649,137392.1698783284
1650,113751.21106095065
1651,123505.05655701723
1652,95881.20249058488
1653,96693.2377933707
1654,146689.82446696426
1655,144693.9000787506
1656,141940.6325365702
1657,144959.85765142867
1658,150009.97012765225
1659,132164.95134785707
1660,158099.4105583231
1661,478721.3539384402
1662,409873.46659160394
1663,392748.4187545667
1664,471671.89006272086
1665,305128.6154329983
1666,336003.597303606
1667,371467.4671642013
1668,331398.05596209795
1669,292074.6476263797
1670,343177.05084612744
1671,255230.4361637835
1672,478604.3594984618
1673,296899.1038590593
1674,248427.7803692851
1675,187545.59190460143
1676,187978.80630698492
1677,210092.25385930119
1678,473523.23878946307
1679,397481.21423481824
1680,342169.81885081646
1681,245718.38436792564
1682,308338.7318790677
1683,183315.012827562
1684,176607.5745935932
1685,171861.57698057144
1686,174468.75431257632
1687,170881.68492410568
1688,188326.08309986748
1689,193160.01358684976
1690,196766.6696527644
1691,185396.30443739658
1692,270383.34849256574
1693,173065.7069804623
1694,179232.06024698104
1695,163722.218934625
1696,265814.9380356536
1697,168303.02028259006
1698,364766.861661421
1699,318243.3505589764
1700,245883.15252472623
1701,263866.15959918406
1702,243298.69281784675
1703,247428.97384854162
1704,286872.79602892435
1705,234297.69479878427
1706,437250.9563955838
1707,222428.18855215661
1708,203478.94739427924
1709,281821.60930870473
1710,225498.96106420778
1711,251659.46099523734
1712,264514.9479449409
1713,260131.0459825939
1714,223061.24994647418
1715,210956.24545872287
1716,187266.17972914007
1717,173406.68770547953
1718,139594.47155531554
1719,201894.92521432918
1720,241386.80287507968
1721,165751.27658380262
1722,129072.18194114527
1723,153388.38415142847
1724,211723.5388866821
1725,239799.02840627363
1726,190809.57078586426
1727,157084.3294607288
1728,179451.09068718398
1729,160654.56965549968
1730,164462.7400875316
1731,115454.59961028586
1732,131284.0397144914
1733,122492.60229251298
1734,122714.23095756304
1735,137273.32048047605
1736,114735.41096206824
1737,367737.75929916365
1738,224585.89445562463
1739,263909.8718992983
1740,216388.556834794
1741,190030.57252507942
1742,166855.07934221
1743,173416.9068636563
1744,319085.6894114984
1745,218548.7979416644
1746,215241.55137899352
1747,233987.08250171453
1748,233079.7382363056
1749,153080.61575851968
1750,134937.89036032575
1751,248761.5619206758
1752,124427.86022340393
1753,144522.18463685314
1754,199908.69854504894
1755,171054.9237231682
1756,124499.93538140174
1757,116571.74963818656
1758,146483.10059242146
1759,158098.84697793442
1760,165841.95585467966
1761,135787.06635007955
1762,181781.66209297854
1763,173414.2955598025
1764,122760.22436507556
1765,168319.55037858902
1766,179006.46776839322
1767,221655.5915308796
1768,147920.18371078075
1769,174830.16303818044
1770,151725.81614728188
1771,126759.14745470858
1772,137237.771423309
1773,128698.6048598642
1774,135951.0363765913
1775,135700.6363101216
1776,123686.53001017653
1777,111313.5893591766
1778,143687.42791016243
1779,125455.2648352132
1780,173719.90968187037
1781,137230.4418255905
1782,94720.16476797634
1783,139874.44042672892
1784,106828.72601686524
1785,124481.91657579967
1786,164540.4497830376
1787,161311.83132553083
1788,66059.23500112919
1789,109285.37105194152
1790,88698.45971602653
1791,188568.9670584992
1792,156928.2145269959
1793,127669.18549940779
1794,147117.43607241331
1795,131830.0595270049
1796,137589.06446135195
1797,123428.26712609164
1798,124058.29563966222
1799,112932.0717758532
1800,131306.03384584782
1801,123240.67522617223
1802,126730.22416346961
1803,144447.72838859906
1804,142890.6654096371
1805,140782.07435908486
1806,120872.39108591602
1807,129195.00431429461
1808,124132.95450664806
1809,114000.20524197898
1810,141181.56179937412
1811,95555.78637055587
1812,91681.26029308805
1813,120868.19590955347
1814,88617.28848503945
1815,55260.95534523776
1816,95249.31550228526
1817,111444.26266469593
1818,156346.30298581594
1819,127805.64329316496
1820,61296.27226366034
1821,107040.95110220017
1822,144093.8080987642
1823,47747.5857874036
1824,141302.54885931287
1825,136885.74654414863
1826,109555.42656705229
1827,101112.4439151816
1828,131939.59919714555
1829,110156.34712414446
1830,133278.93732069517
1831,148855.21349797622
1832,99030.29837643502
1833,147478.8695324965
1834,122837.86712226519
1835,129222.02347896276
1836,129600.72393482612
1837,91918.76781436637
1838,121615.27646053908
1839,95310.78030940819
1840,162237.8605063183
1841,142281.97766388665
1842,81962.84414686644
1843,139497.20260540824
1844,141719.99485098376
1845,139148.15806080948
1846,153732.74402433253
1847,182263.3081227659
1848,53658.23023879736
1849,114343.18947645875
1850,120123.72552803144
1851,158401.51417768057
1852,130583.89143543283
1853,138550.66260029524
1854,173099.57355631905
1855,157182.75646551888
1856,215640.8574404929
1857,165015.58447974187
1858,142911.0002499987
1859,122881.01869759473
1860,155120.52573585702
1861,122748.90541049298
1862,284946.4196707136
1863,263350.3929220401
1864,263355.8167437322
1865,351818.4523502486
1866,332187.06789358874
1867,226688.20662829472
1868,303680.1602319951
1869,200168.4599630339
1870,224988.26962928913
1871,249386.32494763815
1872,169875.3188484424
1873,238710.05365653502
1874,154956.1111876756
1875,201500.02878127707
1876,190681.96800923956
1877,214532.8157197351
1878,205383.7791387685
1879,142177.00823433007
1880,137321.89954043983
1881,246831.74390295713
1882,255556.5835124647
1883,189682.12305998424
1884,203909.66149430492
1885,256710.01134874782
1886,307366.34438421065
1887,205524.04318541303
1888,273429.4937278489
1889,160498.2698191512
1890,133965.4614518161
1891,136951.98831849982
1892,102966.95540157009
1893,137149.46516529805
1894,130179.99623142769
1895,138145.34459024953
1896,130884.68000922631
1897,114804.68244805663
1898,116560.533996964
1899,158358.11589860555
1900,152888.5490588612
1901,168876.7269327551
1902,142167.25797256798
1903,218191.7826565493
1904,134052.21487924375
1905,183743.62660758194
1906,160876.9450773922
1907,200279.10873781063
1908,105602.25460949262
1909,136667.32795190316
1910,121377.74882855585
1911,200014.52791646798
1912,299811.2717151399
1913,148111.1568809828
1914,64119.56266217766
1915,339209.2045014963
1916,59992.753585358514
1917,251882.81752756063
1918,142346.0770965776
1919,172356.66420497026
1920,146801.6703976917
1921,447964.4149416047
1922,320952.73310454376
1923,223869.4748549844
1924,224651.52776802095
1925,214488.21775268504
1926,411171.2660991043
1927,143247.63936227362
1928,156704.45480860214
1929,121758.31872890302
1930,137756.19432600494
1931,142636.5393698998
1932,133102.48647539015
1933,198177.51508984878
1934,176314.78186076717
1935,171049.42631250265
1936,186330.7904806679
1937,181474.3986272873
1938,170553.31812263883
1939,259305.36230972502
1940,187478.83691269346
1941,167143.8416344511
1942,187234.3572049249
1943,209638.2660500375
1944,351841.7577579289
1945,375472.648464665
1946,152049.79916429738
1947,311092.34099355683
1948,170574.97970643704
1949,244308.3676260535
1950,182734.64811802746
1951,269896.21802315937
1952,225654.15035497892
1953,173229.8356369491
1954,196037.77780833642
1955,134971.61503110468
1956,285500.47078592086
1957,151609.1298185275
1958,309395.757879268
1959,135753.06817728418
1960,119764.5914989996
1961,116130.45328066926
1962,92289.11758419912
1963,102425.64154559014
1964,105974.57005870988
1965,142020.86948703014
1966,145844.01373688097
1967,295573.47840564745
1968,433601.1920591742
1969,399938.38161263627
1970,462721.2358806854
1971,459497.07576177386
1972,399127.3840068758
1973,268984.91564002313
1974,315444.8009681682
1975,492559.60624759604
1976,263676.77255214547
1977,377952.5838708394
1978,371931.28096425685
1979,322420.81267393345
1980,191255.81931802593
1981,350229.6306371968
1982,218458.13431552917
1983,202783.48481994134
1984,169323.36274555404
1985,214884.55662031594
1986,207046.8815505058
1987,184633.0245790156
1988,178185.55969039144
1989,193736.86509835866
1990,216250.83498101198
1991,228139.92888107937
1992,213167.0592248478
1993,172809.04510104854
1994,241031.82384830748
1995,187239.26525021918
1996,256515.56703841483
1997,329563.87173122534
1998,344869.35841264355
1999,266938.7164171599
2000,315559.5032049536
2001,263969.21511525183
2002,233377.47347990674
2003,264780.5222073159
2004,278652.9066039741
2005,226482.14410272974
2006,224399.72066188697
2007,246905.1893743775
2008,216742.99054070047
2009,190129.47860282508
2010,195700.0827324033
2011,143580.1064155583
2012,178664.6136761073
2013,180316.66039621164
2014,185430.65795888644
2015,208008.9701054143
2016,190948.25227254437
2017,200652.54723329956
2018,126714.81913989861
2019,134163.1176481616
